"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Frequency","cycle/nsecond","9,24",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU Speed Of Light Throughput","SM Frequency","cycle/nsecond","1,57",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","1.744.321",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Memory Throughput","%","53,43",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Throughput","%","28,32",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Duration","msecond","1,11",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","74,41",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU Speed Of Light Throughput","L2 Cache Throughput","%","26,59",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU Speed Of Light Throughput","SM Active Cycles","cycle","1.661.199,62",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","53,43",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","SpeedOfLight","","","","SOLBottleneck","OPT","This kernel exhibits low compute throughput and memory bandwidth utilization relative to the peak performance of this device. Achieved compute throughput and/or memory bandwidth below 60.0% of peak typically indicate latency issues. Look at Scheduler Statistics and Warp State Statistics for potential reasons.","",""
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Block Size","","256",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Grid Size","","1.023",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Registers Per Thread","register/thread","24",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Shared Memory Configuration Size","Kbyte","8,19",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Driver Shared Memory Per Block","Kbyte/block","1,02",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","# SMs","SM","48",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Threads","thread","261.888",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Uses Green Context","","0",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Launch Statistics","Waves Per SM","","3,55",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Occupancy","Block Limit SM","block","16",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Occupancy","Block Limit Registers","block","10",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Occupancy","Block Limit Shared Mem","block","8",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Occupancy","Block Limit Warps","block","6",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Occupancy","Theoretical Active Warps per SM","warp","48",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Occupancy","Theoretical Occupancy","%","100",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Occupancy","Achieved Occupancy","%","91,15",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","Occupancy","Achieved Active Warps Per SM","warp","43,75",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","2.899.362",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","81.901.568",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","1.661.199,62",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","111.034.368",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","1.585.420,50",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","53.163.424",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","1.661.199,62",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","111.034.368",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","1.659.793,33",
"0","616","main.exe","127.0.0.1","applyConvolution(unsigned char *, unsigned char *, int, int, int, float *)","1","7","(256, 1, 1)","(1023, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","444.137.472",